region,origin_coord,destination_coord,datetime,datasource
jtwwzmktizgvjwzqxuex,POINT (67.863429065655 31.0266711899678),POINT (54.2144261604358 64.8068228952586),2023-01-19-17:51:50,kzhujxgdnisfundajiop
qclqsorypavgbqgpahyr,POINT (32.6796315544236 89.2553588213872),POINT (9.2766977218051 39.4170087746052),2023-01-19-17:51:50,qxyowtekbljdvaygipxd
trzclrgehxgwszkezkya,POINT (21.2736434471951 78.0974868407057),POINT (6.9844358348103 18.0986332755396),2023-01-19-17:51:50,ypxzmddezerzfeeyweuf
cffacwgwhamvsaderuia,POINT (79.8923321951248 57.7544389714739),POINT (31.8462982155701 47.6531835007451),2023-01-19-17:51:50,anrgaztmsihycsllwysd
molievbccuionkqtkrkx,POINT (11.2254898330573 72.7710602410189),POINT (9.0460122629238 16.3080096855445),2023-01-19-17:51:50,snepbuocenxxjvijvhvm
uwlqudbkjmirgqoxcbzf,POINT (43.2448995922627 11.5696263296842),POINT (41.63561008572 1.6343498434004),2023-01-19-17:51:50,dizedewzudgkguvgcnoa
greguhjxinzwvymzaknd,POINT (7.4243350173473 40.652849580509),POINT (24.3089618334022 57.5431042058171),2023-01-19-17:51:50,xxovrhopmnotzpbbxeme
chfwwslgijcwwsxtgvmi,POINT (13.5989322530212 63.6379659739678),POINT (25.4048633145019 81.9980827765143),2023-01-19-17:51:50,vfcbnzhygwrxdlzerltt
zooypgckmlwuoxxlkeyc,POINT (9.4162507634961 79.9777633738374),POINT (77.0692348625913 94.2893253493946),2023-01-19-17:51:50,kuesolljoxpjyprgstsj
aftzzokvmuvvxqckdpyl,POINT (31.9495141163202 87.3141322558743),POINT (39.4535928296445 33.607294827327),2023-01-19-17:51:50,cofnxjsalamkzccjbkyn
uogsepshfrpshajhtpug,POINT (76.5253658743882 32.0019672561223),POINT (98.414526649779 92.3220840105829),2023-01-19-17:51:50,htzfvrhdsfbfgyzbyqht
yoeljgmgmuhgloldtxop,POINT (87.0316028089953 31.0487661479661),POINT (3.9182398710421 75.2363469005746),2023-01-19-17:51:50,ylocqrcktawbmgfnmlgo
kyakdzepxzgpitrypocl,POINT (50.241014067118 20.2193158619381),POINT (14.6051476373626 77.8808107669186),2023-01-19-17:51:50,whbhljievwbsfrahpjcy
jnbsahjyarfjtnbqopks,POINT (2.4227461119943 86.0801388636086),POINT (82.7189518285067 98.6591732090381),2023-01-19-17:51:50,mgcnubqxfvynogrchftz
qdcbphrbeymygijlaipz,POINT (96.1801030440973 90.2481608278761),POINT (98.9347092795113 69.9514730596424),2023-01-19-17:51:50,minfvsjblgqojiwyzgvi
jfacqixjkabfkscodxdo,POINT (57.031799418425 35.472606072534),POINT (85.0439892587592 41.3997256599743),2023-01-19-17:51:50,paqjomshmrvcnoroermh
rdrbgwbrfgugmdqdswrb,POINT (34.8183535189089 17.4725699897566),POINT (21.8836947310733 46.5825886881628),2023-01-19-17:51:50,owrywzcizqmopsiqdptd
kdejpidwstltcqknkuvc,POINT (89.4856936962165 30.1040237026238),POINT (10.8476058795867 77.7816360793695),2023-01-19-17:51:50,sjxwbhfkrdcjnmpdjyur
shwhidwrjrszndmxbdyc,POINT (86.9086797314149 74.7074340647382),POINT (84.5405160739398 39.5716027155556),2023-01-19-17:51:50,scbkmimcrivuyrtlsixu
orlpodoehndytjfbdwpe,POINT (78.9718247442273 92.44685759587),POINT (31.7526663871507 28.6302020294866),2023-01-19-17:51:50,pzfmqoadjjxfxekhvrmn
kbtkhvuacvbhjvacwhko,POINT (38.3757676921164 24.7814960422397),POINT (65.5951226584832 42.2127053350113),2023-01-19-17:51:50,zyicifuyemjqvabuptfy
eqjjsbkflownfyynpekm,POINT (26.4288293778169 18.284407859568),POINT (32.7101150044964 5.6674246900955),2023-01-19-17:51:50,hdlgbgsngtymvbedpuds
devmqntckyviomtxabhx,POINT (84.7273555720341 52.817586412947),POINT (9.7740354245942 81.2448539932228),2023-01-19-17:51:50,dhlbowgdvwgmqzdmtdkl
yeavbnvfvbbwlornjtqs,POINT (46.1196452164422 5.3521808573441),POINT (95.3785762921238 60.0899674841394),2023-01-19-17:51:50,andxsjthgnppyzkphbtr
shtjycsyqoyiegbuucde,POINT (8.2838044899484 2.9346014614582),POINT (77.9123633938961 42.7613119783554),2023-01-19-17:51:50,vtoxtnfdlihhafyddwis
vhhvbroazizejwcwpzpf,POINT (22.3253939852024 60.3589186268569),POINT (71.5652372183658 60.5227990833239),2023-01-19-17:51:50,ykwcjazwvoqgicrbnxoy
ppzwslgigxsimazwgiof,POINT (12.0544009464353 52.4182173583717),POINT (7.3058332422808 53.1835040568081),2023-01-19-17:51:50,avflloxcniroygwpnqji
zepthdkiowikbccohjyf,POINT (34.7460721312605 46.4600335208496),POINT (83.9874013476161 46.0733524080201),2023-01-19-17:51:50,fvihnenrqudwsnuecfkv
zmgxarazdxqlaxqaaici,POINT (28.7346582814258 35.3722767045335),POINT (75.8315354455084 96.7368947803722),2023-01-19-17:51:50,fpdtekgjatmkomrmudga
pdbjjrbbixcclhdehinw,POINT (45.416303972794 36.7545582349877),POINT (2.5239239952004 90.6936285882497),2023-01-19-17:51:50,pbfjtuxmpcbvnxuloadr
wqwkeiiuzklvgdditdwz,POINT (49.550837729669 26.5778312119523),POINT (52.497774791165 63.6191155116611),2023-01-19-17:51:50,qbtmlzsdspyedgkwrvah
apkctckmudmfllwilwqn,POINT (16.1823321614905 52.8419594761983),POINT (83.3913994207993 30.647101073415),2023-01-19-17:51:50,dxzcsexepvgsvotrqjsf
zgeujmkjtknwlkljljfk,POINT (51.7646088586874 96.0088583033325),POINT (3.6501456958855 81.0036956086545),2023-01-19-17:51:50,nupuocduwiavrohyzjzd
zxokkehloewphrwyfhsu,POINT (60.8015405517685 97.3966897699424),POINT (48.4467076742001 7.1452415333407),2023-01-19-17:51:50,iitcanlptvmzaqanhlto
xezxmqfaldsulpggjtqi,POINT (60.471581843385 34.3620879143911),POINT (70.1610384072603 12.7384075127407),2023-01-19-17:51:50,rfkhjfeqecbylvgdinrv
mbnztfjxveaedjadotlm,POINT (15.0422056956116 74.6896315015785),POINT (22.1246581690953 51.6672296999729),2023-01-19-17:51:50,hfsxlzleytocllzcergs
crqgwslepofycjcjsfed,POINT (61.4520819174081 86.0615551515986),POINT (81.1243968946497 85.1132703752138),2023-01-19-17:51:50,kihqrfhnwtouayifzqeo
wpfdqdaycwastwsgaanc,POINT (11.138392408764 98.4580815016347),POINT (12.9647342512787 17.5025878631407),2023-01-19-17:51:50,ykoiycmgkkafudnqcykj
vgelckwfpxkyxrdjchif,POINT (60.3740275673467 19.9491642988096),POINT (90.9487147843136 7.5641755298403),2023-01-19-17:51:50,fuxgxobubwvmgpiigens
sdoqzqkmrphayismyhov,POINT (10.3789585704415 11.4483974647648),POINT (2.0738954695022 7.6937964407031),2023-01-19-17:51:50,ijoriszkupxlnzjotfok
zhpkedmhtzfqgjfpfmal,POINT (91.8860786757868 9.8968579030052),POINT (15.7951426760467 77.6136733390123),2023-01-19-17:51:50,ivedfpluswhrpfvqyerj
rngvyqtfjhmeyqvvbodp,POINT (8.6563397092432 67.0070434524179),POINT (60.7562232245951 81.2971847576117),2023-01-19-17:51:50,berwqohfxnzoiwpxrgmz
cvhcafnzovkjyrrgjynl,POINT (98.3835682265427 92.1712316064334),POINT (25.712960074398 11.7245732169108),2023-01-19-17:51:50,ztogoaaomqgwfsjqjjyi
dhpsdrevzmuqtofnscty,POINT (61.3871597117229 82.9749713147209),POINT (73.9183468923915 9.3236739578556),2023-01-19-17:51:50,rqdliwriyuasdiakdqpd
grtopoughyuwqtcyspev,POINT (72.8857184843834 80.0636968208366),POINT (7.8819045714147 32.31498652623),2023-01-19-17:51:50,irzpuwdlasolcpavopac
mswmqqylchvcpjbnggwm,POINT (98.4058478284316 87.1338147086031),POINT (17.0474132965161 76.1244469685072),2023-01-19-17:51:50,clyfekauqbzznxepuglo
lbjbtbeazzalvinfpjis,POINT (54.5590340188759 35.0822947984515),POINT (31.5942039788291 63.1149535388309),2023-01-19-17:51:50,ghsgsgfizcjssmneylmn
rccwtiftwwynphxqbxsl,POINT (71.5518606186084 89.9141825380857),POINT (89.760037585237 55.1549412086964),2023-01-19-17:51:50,cqpkdhqnstmpnzkgcsgq
rpdjxzuaoyimmfkrwxme,POINT (37.5069748410336 34.9565831061637),POINT (59.6861720938947 51.5130547908933),2023-01-19-17:51:50,eowsudkiiynwkxjvyxqj
gcdhuddfkfwhntaxmiad,POINT (9.592862972265 86.0943625710713),POINT (56.6263684487572 90.3310155462024),2023-01-19-17:51:50,hrrwrqksdmnzpgotjyla
vhiyosyspgjxszbcfmom,POINT (94.3661946445238 96.518609451941),POINT (29.3543651675136 10.5703870790253),2023-01-19-17:51:50,gbqnlfswgecglbufgjgs
tvgrvbvpffoypoxopwom,POINT (83.6757713874687 20.5502163222249),POINT (12.0036108145059 69.072835256781),2023-01-19-17:51:50,mzlzsawrztbhkhrgdmlm
amwapobqlbfhyzpdmirr,POINT (46.2588764456496 26.348212703568),POINT (19.5759104064447 27.2793463595286),2023-01-19-17:51:50,weuxmbdssdoveavhqvju
hhzxmjserbkdvmlxjwwd,POINT (68.9001690734073 75.8827358384777),POINT (52.7242949803067 57.7217593493949),2023-01-19-17:51:50,bgsvsaizdbyazsdyxaei
mqjhvdukzvtixummnalo,POINT (76.0651471600999 74.5374587541089),POINT (53.5902208261385 91.3709572140552),2023-01-19-17:51:50,agwhsqrcmidiurtqhjqw
kwarbsalrkywukcjztzn,POINT (7.8486533695721 82.4020047667692),POINT (9.5952215232017 87.8215871514567),2023-01-19-17:51:50,jbozwukevgydbnbrugvs
iksxptzfhxmyxdjaemus,POINT (48.7999963271595 23.5034458927268),POINT (19.083800112902 59.9826616952828),2023-01-19-17:51:50,tovtfoompdkglshztnyb
enkfskusfqcokxtkjtmx,POINT (87.2899898575263 41.770205904225),POINT (58.4214718772833 9.7548791842753),2023-01-19-17:51:50,ijarwockcvtvrqoevizy
sfgkmbfizvueiugjnewj,POINT (97.0150376876932 98.1204033555357),POINT (78.7847666263528 29.0177038794897),2023-01-19-17:51:50,grwajdbbcxcmkhfawulb
xdbtdefftzifnrckwulm,POINT (48.4413079604014 39.5328394817707),POINT (1.843806449597 58.9665331430763),2023-01-19-17:51:50,ldzumbrtrzjsmnvkksyr
mpzjncgngwufrspnwlnx,POINT (59.7146887454618 24.0189699579334),POINT (93.8853998793018 12.6887465237148),2023-01-19-17:51:50,lqtgnqfeycnazuxayxbq
wctzvuxkhnezzvwvcbug,POINT (10.9058879785911 43.1522110392444),POINT (1.8355747539207 97.619652530454),2023-01-19-17:51:50,qonzueyiyfgzhdsfwirg
bkhjhthtaudayroiuzit,POINT (7.0139365438998 69.2260002965491),POINT (80.3057967200266 89.9807037820239),2023-01-19-17:51:50,xhlyujjandodlxbutaek
cplnrmamjdeoexfrcuuz,POINT (78.5522489577979 36.1470968854964),POINT (95.5398222059957 88.6897552594791),2023-01-19-17:51:50,yuimsytyywdzgbippfny
bykqffpcawrpvhbxhitv,POINT (24.1612171542249 25.4392814225247),POINT (96.5088506500459 85.1298218578369),2023-01-19-17:51:50,kdnvhpmiabhplqyrsjkm
isskcfkzbyeeqnotnaah,POINT (5.8907869388665 76.6923137966663),POINT (6.4356417151745 58.4924042121786),2023-01-19-17:51:50,xummwaygjirjuqydgfbh
zdqanophmihrhrycongm,POINT (89.3199061610295 5.9269913852368),POINT (10.3141791606187 81.5027439059417),2023-01-19-17:51:50,tdsunejxlszcyaqwttmc
iibexhtdgkincflrwjfo,POINT (33.2177060024104 74.2915946094444),POINT (45.1800071460111 41.9404297546196),2023-01-19-17:51:50,atnbkuwioniifraaxmqd
sqvyyjoxokpwowvgfwrw,POINT (2.6294707818489 30.9527131447827),POINT (13.5513570487659 68.1175918782474),2023-01-19-17:51:50,akqddxvhvbenorwsgaak
ewqyhywrzswwdbgkmigt,POINT (63.6400342044196 48.0778816246047),POINT (92.4602488862861 90.1959603882765),2023-01-19-17:51:50,pzsypwafduytxmtchcua
wconojivkospsjnqfjku,POINT (92.4461248843147 35.7124020704021),POINT (62.6752754841641 3.627644595139),2023-01-19-17:51:50,sbwkrdbbkykavrghydpx
lymamyaxrbafdedukihr,POINT (96.2506177718339 13.5941900315866),POINT (59.4283190968759 14.8760912411331),2023-01-19-17:51:50,rlqdhgbnjwimvialiiho
ijqxlgtarkmrnfjsnkhl,POINT (71.9939266143079 23.9347107924614),POINT (74.2214651596501 81.833264067737),2023-01-19-17:51:50,zcvzplpdyuaqbuvvqhmt
hhpwegusrmeilxezdjfd,POINT (75.0272506145361 70.284907726899),POINT (18.9132660266207 50.1116345524948),2023-01-19-17:51:50,eetjuckhconemjmzbtbe
mlzdvhpccluayeqhwofv,POINT (49.5826902818667 35.0322309847357),POINT (22.6181446009122 30.2060913741027),2023-01-19-17:51:50,cltywzutnqjxiomhegdt
nnapidepurgskvqtkfrz,POINT (94.6308790836259 37.1853731457859),POINT (54.0930225285136 38.9887230370034),2023-01-19-17:51:50,wczzbdtpzqpjlplxviro
ipzupjkvuhjrfxqzyamd,POINT (40.6562050482644 96.9067471080975),POINT (96.9880753422754 62.2958280356471),2023-01-19-17:51:50,ctqanqkargxitqmfvcgq
gsqszgkbnswesumhcopp,POINT (63.824868614537 42.3466202867343),POINT (60.6974008305701 14.415371780773),2023-01-19-17:51:50,jajraggdftjfzwclhqqe
mcjbhmoevoouyihwnazl,POINT (89.5499664711857 35.8514448169767),POINT (75.1026743073709 71.9448259431759),2023-01-19-17:51:50,yrksigeyqclteplxrver
didzrsddnjntqrhusgky,POINT (76.8957552004257 81.8580386753119),POINT (23.2726236792723 79.8935903644176),2023-01-19-17:51:50,cmdqzluromwzeaokuyhn
hutkgjgzavmwxegwlbxm,POINT (23.437419141053 75.51970196868),POINT (2.9572299447415 48.209412806073),2023-01-19-17:51:50,cdmmvvjwmbsmjqqpafti
ykqrxguycoiwaahcprba,POINT (37.0526372281783 41.1033243884071),POINT (19.2889263000616 23.8973692594179),2023-01-19-17:51:50,hdlggxpwmvbbvyuzkkfd
ehotjdsncwneynqeksdu,POINT (63.1246737823797 68.5257572851221),POINT (19.7041276274841 13.2077840305115),2023-01-19-17:51:50,oztugfftncariqptnitv
pfaylcxhxwysifgpitzl,POINT (16.1286313539099 17.7905769027711),POINT (49.9174725913789 51.3717428483705),2023-01-19-17:51:50,clkjmaysvomeewzagfhj
emaovmckiuwkceyocwmt,POINT (2.6306673458946 90.1423502376994),POINT (47.0814370297731 73.9560670759077),2023-01-19-17:51:50,xtgouqcvijlaulxgvzhw
pvrpxlzoukkorwcqvyzf,POINT (12.5764787024137 45.9269294533334),POINT (92.8042323471015 95.9642173888842),2023-01-19-17:51:50,wmpeayhansasfniaufyi
knhycfbpxnxavrgddxry,POINT (80.6372287834105 61.8642987269595),POINT (48.2948634195617 82.8826442658997),2023-01-19-17:51:50,qelckzdwlvarflvelcgl
vjiqqzfkawtgxevvkoze,POINT (75.6796138854419 8.2557039462637),POINT (37.6154365274012 2.0444816567078),2023-01-19-17:51:50,ycthfhpidhebbnbnxfmt
mtpzwtzeewhubtlneynt,POINT (52.3575525269419 11.0334871454416),POINT (41.5510737772966 38.1606926588976),2023-01-19-17:51:50,ddjfquttdhtvemfcsemz
sqyaliwiwxtyknolouwn,POINT (32.1369655150874 21.1619717642695),POINT (32.5973260730711 84.9312523082303),2023-01-19-17:51:50,hwjouwcbrraxfykqhtdn
plekiwqbqyoqvqcbznlz,POINT (53.0540777963273 6.5723900430269),POINT (48.8291513920687 49.7781804163992),2023-01-19-17:51:50,bmoxdeksygbvuyvnnyax
rmtygjvlhnaqriaxyped,POINT (25.6826341905061 44.8636713823766),POINT (79.606668399508 40.6436968935323),2023-01-19-17:51:50,zkyicfdvtnqyznduklid
miyhdyqomqdswcssswwo,POINT (58.6504684605965 34.8924193047998),POINT (11.8597051268419 67.4228137374449),2023-01-19-17:51:50,ngcrutktavzbhgwntixf
aufaxcbqipstskcvirhn,POINT (22.4175326968746 32.6312795385592),POINT (20.7972322843826 77.3985679049682),2023-01-19-17:51:50,rkqyktowtehyyegesjnv
erzzzoezrijeqklshywx,POINT (63.9439932638148 68.8270610544417),POINT (42.9707087503865 89.0075936450731),2023-01-19-17:51:50,eesesjyffqtwjawihaoe
xvrzbpexpsgigcheyekf,POINT (90.0020902606451 2.9502566706462),POINT (43.0020751996715 30.5717486606589),2023-01-19-17:51:50,zjgwlcaoyizzdojqhmwf
jfafmykjetkbpngebfjx,POINT (73.0693172603744 21.7710617417285),POINT (33.0992260160467 74.8752197802653),2023-01-19-17:51:50,iflayoxcuuduwvsvnkey
otglpocruaxhwxriuqfk,POINT (25.4403908807525 63.9340261786601),POINT (44.0758739026361 72.7094866129263),2023-01-19-17:51:50,rxvqlmuvithyoezjslvv
pqpmqoglpciiyuhcmcsj,POINT (67.4344550255974 95.7474535973637),POINT (71.077791994747 81.5661300557391),2023-01-19-17:51:50,wuremkvtebckncvfhdxk
qxmrnvwjsmqvreoyvdzo,POINT (12.4221369482449 26.7130562338481),POINT (55.6062871922588 22.1892939231607),2023-01-19-17:51:50,mowxqcytfralezbnhiqz
yrpdsyrxohrkibvjgpns,POINT (87.3377967150994 8.6144899405671),POINT (58.8263276409507 83.5123252212498),2023-01-19-17:51:50,lxwdnimrowlhqcojpnli
xtqeglvkiidtrfdmtphn,POINT (76.7482896642559 33.3072110199163),POINT (53.8825100155443 2.9094147478824),2023-01-19-17:51:50,pezvqdzhzrwnyupmemuz
fyzddozizebuszrmgyai,POINT (62.9422412149403 93.1135367274747),POINT (93.4433325791667 30.974465783172),2023-01-19-17:51:50,ppjxpzovtdixnlxmlgau
gumwrvacpzfuqimtdjkz,POINT (80.6410245356774 67.6460784936805),POINT (57.9520027720483 2.8954836484315),2023-01-19-17:51:50,mkziqrujxnkckzldccqs
bcwrpdjvdgwagpqpkudn,POINT (90.1449730382743 8.9359049320354),POINT (47.6480141959993 73.2212252745211),2023-01-19-17:51:50,pamfktqpubnmfxrmubbh
zvsasuqoaknglgdpydmt,POINT (96.426480710483 76.914689370643),POINT (20.4068366047579 66.6935467470207),2023-01-19-17:51:50,gsfbdvnnwrnoycpnhylk
psxpbqiycegoqaeydttk,POINT (47.4652715578429 11.5667370911624),POINT (28.3087343624184 46.8001415577339),2023-01-19-17:51:50,kqlbazlncwmldisnrolw
jyfqnfcipgsswfizqtsj,POINT (39.2639538279361 66.0643623128255),POINT (26.4255633713068 11.3834696478706),2023-01-19-17:51:50,njainutdvhvyywjbracs
brabvvrmwiditavheiqu,POINT (22.8285957563097 26.9062591004793),POINT (93.448380222293 26.1531191143696),2023-01-19-17:51:50,nzwuknlbzhrveaybkqsz
qlixlocfbrutrwkxslqo,POINT (69.3353728549024 64.148962037876),POINT (25.8873693535744 49.4955525768658),2023-01-19-17:51:50,ocwckpjdznrnuwaenpas
efemjcfsjxottraubyap,POINT (63.5731385795255 65.1589871380976),POINT (5.9830274467576 88.1582748998523),2023-01-19-17:51:50,eyhgfpixbsfdfhpokwuy
lrwcisldsxwsxgcriwtu,POINT (29.1787739082988 75.2183995954417),POINT (74.7234108635997 46.9538626201398),2023-01-19-17:51:50,brgnqqhbwobdzcnhhzzo
