region,origin_coord,destination_coord,datetime,datasource
nnonoymjgipuiqtzknzc,POINT (41.6309223839418 64.1148998159684),POINT (61.9080439081016 82.6337547861527),2023-01-19-17:50:44,jjhzymwwfchcibmlwpei
tlkrwtpsgcxwwcxmxidt,POINT (8.2647231221218 69.1758722077273),POINT (17.5984705787864 92.2763626232127),2023-01-19-17:50:44,cbiyrmncoigllbxcdmjr
izvisoameezuvugjayoj,POINT (92.6002515030968 95.0559957405106),POINT (5.5281028576421 61.7873633584659),2023-01-19-17:50:44,yzajvagwkczumuyzylph
obmdjphltfaxjmfbfkis,POINT (93.19646687422 11.4166810844405),POINT (95.6206065652659 29.970102955),2023-01-19-17:50:44,jhsvfyplapplbibjmnht
wivdbjbcesjutmzituvu,POINT (27.5902366941922 28.1839466903038),POINT (44.0315272802987 2.6865730790144),2023-01-19-17:50:44,riccvntxaiskkdgtjavz
mizeuzxwhimtwumgkblx,POINT (67.0325003657924 82.3077576345485),POINT (97.7972548521168 17.435462593644),2023-01-19-17:50:44,xhkbeqyurnxdamvgvxqx
gmhfjjgiexwyofwcfcux,POINT (3.5328520135132 85.7788360967487),POINT (80.4170601654046 21.2638652465507),2023-01-19-17:50:44,ihiowjlyzhsqcynsqdnb
chxafyyrppyhenqzxgoa,POINT (76.9525993528012 16.2438334961155),POINT (70.3681570588893 75.4664681367058),2023-01-19-17:50:44,ypgfoqwmfjwmwjpbsxvb
ttfnvkldrdfemjkzodun,POINT (69.0617034490324 47.1359989265843),POINT (46.763835594143 38.3965256434738),2023-01-19-17:50:44,ptblysuiopdvbbpsyfwt
lrvpdtekuugkvazhhifv,POINT (3.1070330717895 96.1893564151593),POINT (6.7566353519771 18.7166968887691),2023-01-19-17:50:44,zjuxdjrqufeaapnefjpk
kmgspczfmqexcnrjfkez,POINT (46.9641335424045 65.02093233115),POINT (6.3171119053181 78.9510080063145),2023-01-19-17:50:44,jgudgrlmskswkuyphvqt
tyxmugahyctwirulxyyb,POINT (63.7120517225125 2.0055806716909),POINT (37.027322787077 72.6100260236953),2023-01-19-17:50:44,ubypbtfvhjpdppnlbljz
agcgvfinawzdoqfghwpz,POINT (98.7578943681475 90.7827885130389),POINT (12.9816500338511 80.2991705604425),2023-01-19-17:50:44,vargpibozxtjnyrjsgxp
zuscqbssfewxbkgzwoaq,POINT (38.6864167065842 46.4950743898584),POINT (15.2947013721543 12.7405895484662),2023-01-19-17:50:44,ohspwachobykrirzjmga
qrclpncbxammtjkygeox,POINT (82.20742596164 21.3253045206119),POINT (69.7348740378222 46.8497195324819),2023-01-19-17:50:44,ccvhxqplpgxpsvuqylpu
ydyvarhoaxbtgkyoorin,POINT (57.7085430827958 97.7892724981188),POINT (26.2695257730771 12.3978875198812),2023-01-19-17:50:44,nkqkfxutkpnsuqtuxeja
yytfcxwpvqdebrchgpgo,POINT (64.4047378717556 74.2115783381183),POINT (83.827740476732 14.1314952773202),2023-01-19-17:50:44,yhqdpjjqhiwksvavucfa
cwyraelbmyfgpiyjenix,POINT (80.0165412246056 78.2005776295831),POINT (80.3641343575113 62.1924422489422),2023-01-19-17:50:44,vzempioeajewekuvfaro
raszyenjfitjkfkivaca,POINT (19.7115795094278 59.4314095496423),POINT (80.532168984051 61.3230292522398),2023-01-19-17:50:44,rhkdoytqgpxmokwszdug
fsfuykcasqdycgnimsbc,POINT (45.7860240229253 63.3418284440646),POINT (38.2535544390839 61.2800602050163),2023-01-19-17:50:44,zdsigcezkwyfnxdozrta
cnohaesxznwqpalswvrm,POINT (22.3731603048282 3.9832587435705),POINT (35.9248198182171 59.0963598289526),2023-01-19-17:50:44,pjxdzvexstamrdyubhdv
jprifvupkspbxigpzkqu,POINT (69.6333736164816 76.1659895972874),POINT (96.9078154264987 62.9678391437051),2023-01-19-17:50:44,wqbtuzcpvefdcasbvirz
mdzuzxuxrgificemhnlc,POINT (25.3138168419262 18.036732531482),POINT (65.2309414445408 94.8108735604473),2023-01-19-17:50:44,xmdxgkmcbquhhmtjyixp
osntrhiutiwlbmieugvn,POINT (56.6328771627871 14.5597594902142),POINT (7.2857405561314 93.2698142297398),2023-01-19-17:50:44,edzjxglkxvxvcmpkyjfm
vbujijfdnxdwdkusgbqs,POINT (16.8076044836755 90.2648706328313),POINT (50.5443490763939 83.3433894214768),2023-01-19-17:50:44,vtcpivsrjyczhagjjccx
wxijpltfhcowtitmtsfk,POINT (17.8012033709021 75.4909919024294),POINT (98.6991727950974 64.1871632916187),2023-01-19-17:50:44,arpbclwmqzpfpjpnbmyz
diszrihsjwfakwdxpfcj,POINT (63.7552045604015 84.7561233814408),POINT (62.3385930331426 86.1346340493155),2023-01-19-17:50:44,xcnvahabaeiuqnkiwxgv
akanzmwepkagosjxhtwn,POINT (24.0818548813002 92.2627452081615),POINT (68.325586932971 6.8483855391884),2023-01-19-17:50:44,gvocrvaqmzqcinydfkxk
gnglbhilipdjsbggsorf,POINT (79.6111633907743 14.3886795404222),POINT (29.6279340784687 59.0785325801799),2023-01-19-17:50:44,eqgsgxiqzhcubxxhmdpq
hdkdbzzkwnarmwnsmuha,POINT (45.7972267676384 71.0897238675265),POINT (66.4678163756955 22.8554288609502),2023-01-19-17:50:44,kkxyexqmyigdrqlalomo
vcsmuxsfyenujltyuxwh,POINT (67.5795225938628 53.1616943372892),POINT (66.3457132060274 39.4655312663725),2023-01-19-17:50:44,ynxsedfttjsbbgmsvtte
jlyaxlsovaobtvfodteb,POINT (65.5711122131469 84.2706030368482),POINT (98.356779689837 21.3890515371392),2023-01-19-17:50:44,khamymrdowclkdhsnhwy
attktsozwqlycaoabiga,POINT (58.4798784600925 62.5766047303126),POINT (38.1819904261627 35.3760151499243),2023-01-19-17:50:44,qdgnouuqgvlkvklipfsh
mgpmkiuzsebjpyaoqgow,POINT (98.5420148426151 36.6099148351906),POINT (63.9428393737131 61.5552118051092),2023-01-19-17:50:44,xxqnwwdpmhgofetuvqkg
jfyrjtugckhotncnwipp,POINT (56.368107487988 90.3909617882953),POINT (97.3164650469247 85.1828128739272),2023-01-19-17:50:44,yuflaempfnuuecklmsjk
zrpgomiglndlptsttrfi,POINT (63.0435385550551 47.5678895958791),POINT (25.8406832866171 72.9289165425143),2023-01-19-17:50:44,xtuhgcnjfijatgodwxyh
drigscqlnpyomzfiyxgd,POINT (84.9142221133278 38.6799646024821),POINT (83.8741476189656 6.7391754068419),2023-01-19-17:50:44,qkrwzjwuuafgjptsewhd
kteaevbltucqcgllagbo,POINT (22.7980937052393 72.3004853372179),POINT (37.6469317193742 92.2202520804166),2023-01-19-17:50:44,skmnugmfkimdehfzysvp
miixhewcnhouaonmtsic,POINT (21.05892232298 37.3260166604254),POINT (26.0128370138809 15.6397473007036),2023-01-19-17:50:44,myuhriiurjsjpjxwcsmr
rewozcaxxhkynqrzacjo,POINT (21.8252187197902 47.5540079119628),POINT (79.8456402732149 97.6880318942007),2023-01-19-17:50:44,wkchgruxnxqurpylpcoe
bhvzugddcfufuqwboths,POINT (91.9934479775088 87.0623205631688),POINT (56.2553442921745 67.0827055785309),2023-01-19-17:50:44,hlnegzbgwapdzepdxxuc
ypofrxbartsjuvbeqfdr,POINT (77.6617634183455 70.3510455852011),POINT (7.6292515021819 65.3208382366223),2023-01-19-17:50:44,pftalgxkzaboghiozhqm
sdgfsabncppqeilrvazs,POINT (64.6648669500138 74.4842766479712),POINT (74.8171392409345 98.614791890342),2023-01-19-17:50:44,sxorpxwsagzggsxxrpom
vijozvwcejdjtfebrbmt,POINT (36.0551639477092 35.7069213034432),POINT (95.6993436011131 92.0216731287651),2023-01-19-17:50:45,wwmvvdvjjcpjixoxcqcm
qlssiporcjnbbivthrsf,POINT (57.0222423479943 76.4029330649714),POINT (16.1674972894956 85.2670418027046),2023-01-19-17:50:45,euujtgkmfilknswntmoi
avvaqfielwmrpkxqiyqf,POINT (35.081156799904 62.7629346840004),POINT (7.0198375697114 17.015863922705),2023-01-19-17:50:45,eyzehfwprmhcmpjjqhfb
rxbpkexumevjrnjajnrf,POINT (42.6765316637607 73.057830309776),POINT (61.8026972235098 26.8055965763658),2023-01-19-17:50:45,mdmyuogmeseekeecrmcp
fotiwsneizaeygyoaitb,POINT (45.3824063883607 23.4055449486961),POINT (23.0141087873038 86.0318989246151),2023-01-19-17:50:45,cdupohssogcrguwxpghd
mxlefwggdkhlaxnazoph,POINT (30.4477759916468 28.2468274821157),POINT (71.0249093506635 92.9422320870486),2023-01-19-17:50:45,oldmapiysdqrcagyleye
oejeehandgdbsgjfgbbx,POINT (26.8263127825708 44.1080494117488),POINT (1.0686651886835 42.1548210954461),2023-01-19-17:50:45,lqsvhafqsodqewedbxfn
liokeamblwbqqcrkmfjp,POINT (87.8656609100215 97.1401595160309),POINT (97.2661709855511 46.9571111003205),2023-01-19-17:50:45,ylyjhbglddampxjkwswc
vdbxrogyzatqvqjjqnrf,POINT (13.3045239884847 25.0839477691938),POINT (78.9810922675599 34.1734430220005),2023-01-19-17:50:45,gigktlvovdlqtakfuovz
wuszkhzyhpofbbtdfxwv,POINT (39.2248015958816 21.5124298429612),POINT (66.5958647666522 7.9272683128456),2023-01-19-17:50:45,alscahvjiiirbodtbvkf
ywfclmcrgbknpvqaktle,POINT (51.3915478316447 97.5958627969721),POINT (65.33757768714 56.6466278553064),2023-01-19-17:50:45,zsvfnnxmawddwvkuopag
vbbpylgrpisfsestuszb,POINT (83.760301390355 71.0501998078776),POINT (14.9471825592173 57.5242696428414),2023-01-19-17:50:45,ufcdladttdefabgfwxcv
uilcekcmofybjukmxool,POINT (41.3121980233119 18.57028956796),POINT (13.2056005207465 76.4838991421912),2023-01-19-17:50:45,jxrwuopeexvcsvbkjwmo
ngsocavclemcziitwjte,POINT (96.2673619175451 31.6327522191347),POINT (96.7182817790326 28.9844855670386),2023-01-19-17:50:45,kxqrkfwirljjqajeagdk
mftwqussgczjuxlsffzw,POINT (43.2729434867893 94.4957757383839),POINT (91.5494331080177 20.840807774138),2023-01-19-17:50:45,rgrjptobkowoxgrzbdwn
jxxaetdiyvyipmnbczvv,POINT (97.9766681127231 49.8948055700747),POINT (93.9886922288897 69.3186488976532),2023-01-19-17:50:45,rxcntoxxrknqhqqibohy
qseuugftyhrzgoubyefq,POINT (25.1028747075358 78.1929491975352),POINT (30.6480087243922 51.4137309996249),2023-01-19-17:50:45,dhxyiiutfsicchrxcjdz
fgkjrtpyjketzlpplqri,POINT (98.5277199372846 5.2100509130934),POINT (65.1593107547718 89.0009765671075),2023-01-19-17:50:45,mwypfbkwdhcvnfizasgf
qkveoxcwazwunqqlgllx,POINT (26.4922860671558 4.8374168466173),POINT (96.789055024646 74.895368871076),2023-01-19-17:50:45,czvbuqpjzchlcwolcgfk
ueozkroaghbxrzzamxia,POINT (90.4929876384811 77.0531742735633),POINT (68.8391035976647 88.9704181115107),2023-01-19-17:50:45,apfdvjocudubvyhfkfhv
hcfdvqwaoochxdugrgeb,POINT (4.0858233368415 26.3073969369179),POINT (47.9278667067645 31.0847256227408),2023-01-19-17:50:45,ranpskqloejeozcuoxhl
jiygiquojdpjjunrqfnv,POINT (10.3827675198199 25.9564345733642),POINT (41.3018802703056 78.8697474733846),2023-01-19-17:50:45,nbnpreltrziahtliqqyx
helkiupscoavphxxlotz,POINT (29.5286427202545 83.1826542697569),POINT (52.5903361634191 25.1685806788061),2023-01-19-17:50:45,nxoiftbnattvqzkvhzje
gptbracodmhjhzoejuld,POINT (64.3661207280644 59.1505406240476),POINT (85.9208989774615 7.1879054062631),2023-01-19-17:50:45,adghhwpjhhbzyedttfvs
hvacsoopbgkxubvdgcat,POINT (14.0618417902849 69.6935114121723),POINT (21.3313642793678 29.2885673371873),2023-01-19-17:50:45,txyiivapoulseqbvvltw
zjhavsbwrajelgihnpxt,POINT (93.568926898453 86.0285475758517),POINT (95.0367400397341 34.0675137289252),2023-01-19-17:50:45,zbckexqkdwftaaiqfffn
zbxwhtikrdvlbdhyfvce,POINT (41.0412907328694 31.8970597448198),POINT (93.2609560781596 67.3458563329955),2023-01-19-17:50:45,lcunkvhhwazeazinazvx
ephoifhcikjnceokulwx,POINT (21.0047457342136 76.2451102368981),POINT (92.1458668621388 69.4667345829627),2023-01-19-17:50:45,mntksbbzuhbluankfabg
llluijaqqzkzaavopemg,POINT (83.5965538506045 71.2547941535246),POINT (98.7920146260086 81.9595974087384),2023-01-19-17:50:45,hayzuguiuzmrufkpaapx
mlptyjnpjdaiflsmgrbo,POINT (7.1933293558412 82.4298031499354),POINT (64.2168847541262 13.3943748484234),2023-01-19-17:50:45,dpvmxgqzthlmsdlhlfkx
hiqjjjqcdhyljdmpzjke,POINT (15.3486117560835 51.5780283534793),POINT (12.3550665440855 37.7168538670654),2023-01-19-17:50:45,jjqkasvvsrbzrcmtgwba
xbrjxkxeksjvriwqagmk,POINT (55.6683552020182 28.1288288335643),POINT (56.6406721243924 22.7240852153398),2023-01-19-17:50:45,ltahnsjpgqennkrmocjx
onpokwzkwovdpychyfws,POINT (76.1148153274541 87.3034697511434),POINT (11.9699523026199 94.4588198396384),2023-01-19-17:50:45,eabuzpsxjteqqoqkzplj
visosaamohrkdpvmqnzb,POINT (76.1452663483171 25.2061936018527),POINT (66.108422117847 75.9850422257075),2023-01-19-17:50:45,cwdzgiicbghtwszcgfby
vexjadvpdkrtekpoqdnd,POINT (54.8092567708594 79.3906345279682),POINT (30.7061441786238 2.583242052488),2023-01-19-17:50:45,gexvurbxlbssjgcfotmv
djrmazvwhrqsurvqaukx,POINT (85.9918382083221 68.3688492283939),POINT (93.7506737986349 44.3198571656619),2023-01-19-17:50:45,fyiarjnaapvfxzsxnbwi
gyscbmmsraciojtnjyyr,POINT (65.711845284477 37.4319436059411),POINT (63.6347796201687 17.6678392079474),2023-01-19-17:50:45,tmyuqkuzjjdkjomrygel
ictlrskoacvfgazxrdzo,POINT (60.1101647773757 95.4259178408226),POINT (40.6617481526069 84.5388827419771),2023-01-19-17:50:45,frlytruzvhrxdocaodum
wzhvmcrymohtqbxadrqm,POINT (35.1279785465707 74.0175216147046),POINT (51.1317160755482 96.0144326263908),2023-01-19-17:50:45,otpmmkvmrgytjtnlclvj
liwcageprtcorcwgdcgu,POINT (14.3442991308457 96.8930678834763),POINT (68.2171176705675 76.0466064325618),2023-01-19-17:50:45,ewooxbymrnopqkuyefih
ixkjlqjycpkyktnfwzzx,POINT (39.228031020114 7.0246053577341),POINT (77.8997374575547 95.4944007333205),2023-01-19-17:50:45,fxjrogkcracdpchzciod
tzhbrdxlouyasqwgejrb,POINT (6.189574445554 2.4518698439565),POINT (64.1997950313746 10.8564010957621),2023-01-19-17:50:45,kiouspdfzwkcdorxizuu
